         4118159 function calls (4116165 primitive calls) in 9.068 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/button.py:88(DraggableButton)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:253(SolidColorImagePattern)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/loot.py:9(Content)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:575(TextureSequence)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/atlas.py:211(TextureBin)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:102(CannotSeekException)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/dds.py:230(get_encoders)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:238(ImagePattern)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/extlibs/png.py:1318(Image)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/extlibs/__init__.py:39(<module>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:2559(AnimationFrame)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/png.py:78(PNGImageEncoder)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/runlist.py:227(AbstractRunIterator)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/png.py:52(get_file_extensions)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:1297(AbstractAudioDriver)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:153(ImageException)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/__init__.py:68(ImageEncodeException)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/quartz.py:48(get_file_extensions)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/riff.py:60(RIFFFormatException)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/riff.py:148(WaveFormatChunk)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/runlist.py:352(FilteredRunIterator)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/__init__.py:65(ImageDecodeException)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/bmp.py:151(get_file_extensions)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:652(TextLayoutForegroundDecorationGroup)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/box.py:8(Box)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/riff.py:63(WAVEFormatException)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/__init__.py:78(get_animation_file_extensions)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/png.py:110(get_decoders)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/quartz.py:135(get_decoders)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/encodings/hex_codec.py:62(StreamWriter)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/atlas.py:66(AllocatorException)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/__init__.py:71(ImageDecoder)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/formats/plaintext.py:43(PlainTextDecoder)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:310(AudioData)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/runlist.py:387(ZipRunIterator)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/riff.py:163(WaveDataChunk)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/bmp.py:358(get_encoders)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/extlibs/png.py:395(ChunkError)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:96(MediaException)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/__init__.py:828(<lambda>)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/inventory.py:48(Gem)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/font/base.py:251(GlyphRenderer)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:519(TextLayoutGroup)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/formats/__init__.py:37(<module>)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}


